DATE,EASTERN GAME TIME,LOCAL GAME TIME,REST DAYS,ROAD TEAM,HOME TEAM,REST DAYS,ARENA
12/29,8:00 PM,7:00 PM,1,Charlotte Hornets,Memphis Grizzlies,3IN4-B2B,FedExForum
12/29,8:00 PM,6:00 PM,3IN4-B2B,Sacramento Kings,Denver Nuggets,B2B,Pepsi Center
12/29,8:00 PM,7:00 PM,B2B,Houston Rockets,New Orleans Pelicans,B2B,Smoothie King Center
12/29,9:30 PM,6:30 PM,3IN4-B2B,Dallas Mavericks,Los Angeles Lakers,B2B,Staples Center
12/30,7:00 PM,7:00 PM,3IN4,Atlanta Hawks,Orlando Magic,3IN4,Amway Center
12/30,7:00 PM,7:00 PM,3IN4,Miami Heat,Washington Wizards,1,Capital One Arena
12/30,8:00 PM,7:00 PM,1,Brooklyn Nets,Minnesota Timberwolves,1,Target Center
12/30,8:00 PM,7:00 PM,3IN4,Milwaukee Bucks,Chicago Bulls,1,United Center
12/30,9:00 PM,7:00 PM,1,Detroit Pistons,Utah Jazz,1,Vivint Smart Home Arena
12/30,10:00 PM,7:00 PM,3IN4,Phoenix Suns,Portland Trail Blazers,1,Moda Center
12/31,3:00 PM,3:00 PM,2,Boston Celtics,Charlotte Hornets,1,Spectrum Center
12/31,3:00 PM,3:00 PM,2,Philadelphia 76ers,Indiana Pacers,2,Bankers Life Fieldhouse
12/31,5:00 PM,2:00 PM,2,Los Angeles Clippers,Sacramento Kings,3IN4,Golden 1 Center
12/31,7:00 PM,7:00 PM,2,Cleveland Cavaliers,Toronto Raptors,3IN4,Scotiabank Arena
12/31,7:00 PM,6:00 PM,3IN4,Denver Nuggets,Houston Rockets,3IN4,Toyota Center
12/31,7:00 PM,6:00 PM,2,Golden State Warriors,San Antonio Spurs,2,AT&T Center
12/31,8:00 PM,7:00 PM,3IN4,Dallas Mavericks,Oklahoma City Thunder,1,Chesapeake Energy Arena
1/1,6:00 PM,6:00 PM,1,Orlando Magic,Washington Wizards,1,Capital One Arena
1/1,7:30 PM,7:30 PM,1,Portland Trail Blazers,New York Knicks,3+,Madison Square Garden
1/1,8:00 PM,7:00 PM,1,Minnesota Timberwolves,Milwaukee Bucks,1,Fiserv Forum
1/1,10:30 PM,7:30 PM,1,Phoenix Suns,Los Angeles Lakers,2,Staples Center
1/2,7:00 PM,7:00 PM,1,Charlotte Hornets,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
1/2,7:00 PM,7:00 PM,1,Denver Nuggets,Indiana Pacers,1,Bankers Life Fieldhouse
1/2,7:30 PM,7:30 PM,1,Toronto Raptors,Miami Heat,2,American Airlines Arena
1/2,8:00 PM,7:00 PM,2,Utah Jazz,Chicago Bulls,2,United Center
1/2,8:00 PM,7:00 PM,1,Golden State Warriors,Minnesota Timberwolves,3IN4-B2B,Target Center
1/2,8:30 PM,7:30 PM,2,Brooklyn Nets,Dallas Mavericks,1,American Airlines Center
1/2,8:30 PM,7:30 PM,1,Oklahoma City Thunder,San Antonio Spurs,1,AT&T Center
1/2,10:00 PM,7:00 PM,3+,Memphis Grizzlies,Sacramento Kings,1,Golden 1 Center
1/2,10:30 PM,7:30 PM,2,Detroit Pistons,Los Angeles Clippers,1,Staples Center
1/3,7:00 PM,7:00 PM,3+,Atlanta Hawks,Boston Celtics,2,TD Garden
1/3,7:00 PM,7:00 PM,B2B,Miami Heat,Orlando Magic,1,Amway Center
1/3,7:00 PM,7:00 PM,1,Portland Trail Blazers,Washington Wizards,1,Capital One Arena
1/3,8:00 PM,7:00 PM,2,Philadelphia 76ers,Houston Rockets,2,Toyota Center
1/3,9:00 PM,6:00 PM,1,New York Knicks,Phoenix Suns,1,Talking Stick Resort Arena
1/3,10:30 PM,7:30 PM,3+,New Orleans Pelicans,Los Angeles Lakers,1,Staples Center
1/4,3:30 PM,12:30 PM,1,Memphis Grizzlies,Los Angeles Clippers,1,Staples Center
1/4,6:00 PM,6:00 PM,1,Toronto Raptors,Brooklyn Nets,1,Barclays Center
1/4,7:00 PM,7:00 PM,1,Utah Jazz,Orlando Magic,3IN4-B2B,Amway Center
1/4,7:30 PM,7:30 PM,1,Indiana Pacers,Atlanta Hawks,B2B,State Farm Arena
1/4,7:30 PM,7:30 PM,1,Oklahoma City Thunder,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
1/4,8:00 PM,7:00 PM,B2B,Boston Celtics,Chicago Bulls,1,United Center
1/4,8:00 PM,8:00 PM,1,Denver Nuggets,Washington Wizards,3IN4-B2B,Capital One Arena
1/4,8:30 PM,7:30 PM,1,Charlotte Hornets,Dallas Mavericks,1,American Airlines Center
1/4,8:30 PM,5:30 PM,1,Detroit Pistons,Golden State Warriors,1,Chase Center
1/4,8:30 PM,7:30 PM,1,San Antonio Spurs,Milwaukee Bucks,2,Fiserv Forum
1/4,10:00 PM,7:00 PM,B2B,New Orleans Pelicans,Sacramento Kings,1,Golden 1 Center
1/5,3:30 PM,12:30 PM,1,New York Knicks,Los Angeles Clippers,3IN4-B2B,Staples Center
1/5,6:00 PM,6:00 PM,1,Portland Trail Blazers,Miami Heat,3IN4,American Airlines Arena
1/5,7:30 PM,7:30 PM,2,Minnesota Timberwolves,Cleveland Cavaliers,3IN4-B2B,Rocket Mortgage FieldHouse
1/5,8:00 PM,5:00 PM,3IN4-B2B,Memphis Grizzlies,Phoenix Suns,1,Talking Stick Resort Arena
1/5,10:00 PM,7:00 PM,3IN4-B2B,Detroit Pistons,Los Angeles Lakers,1,Staples Center
1/6,7:00 PM,7:00 PM,3IN4,Boston Celtics,Washington Wizards,3IN4,Capital One Arena
1/6,7:00 PM,7:00 PM,1,Brooklyn Nets,Orlando Magic,3IN4,Amway Center
1/6,7:00 PM,7:00 PM,1,Indiana Pacers,Charlotte Hornets,1,Spectrum Center
1/6,7:00 PM,7:00 PM,1,Oklahoma City Thunder,Philadelphia 76ers,2,Wells Fargo Center
1/6,7:30 PM,7:30 PM,1,Denver Nuggets,Atlanta Hawks,3IN4,State Farm Arena
1/6,8:00 PM,7:00 PM,1,Utah Jazz,New Orleans Pelicans,3IN4,Smoothie King Center
1/6,8:30 PM,7:30 PM,1,Chicago Bulls,Dallas Mavericks,1,American Airlines Center
1/6,8:30 PM,7:30 PM,1,Milwaukee Bucks,San Antonio Spurs,1,AT&T Center
1/6,10:00 PM,7:00 PM,1,Golden State Warriors,Sacramento Kings,1,Golden 1 Center
1/7,7:00 PM,7:00 PM,3IN4,Detroit Pistons,Cleveland Cavaliers,3IN4,Rocket Mortgage FieldHouse
1/7,7:00 PM,7:00 PM,1,Portland Trail Blazers,Toronto Raptors,2,Scotiabank Arena
1/7,7:30 PM,7:30 PM,3IN4-B2B,Oklahoma City Thunder,Brooklyn Nets,3IN4-B2B,Barclays Center
1/7,8:00 PM,7:00 PM,1,Minnesota Timberwolves,Memphis Grizzlies,3IN4,FedExForum
1/7,9:00 PM,6:00 PM,3IN4-B2B,Sacramento Kings,Phoenix Suns,1,Talking Stick Resort Arena
1/7,10:30 PM,7:30 PM,1,New York Knicks,Los Angeles Lakers,1,Staples Center
1/8,7:00 PM,7:00 PM,1,San Antonio Spurs,Boston Celtics,1,TD Garden
1/8,7:00 PM,7:00 PM,B2B,Toronto Raptors,Charlotte Hornets,1,Spectrum Center
1/8,7:00 PM,7:00 PM,2,Miami Heat,Indiana Pacers,1,Bankers Life Fieldhouse
1/8,7:00 PM,7:00 PM,1,Washington Wizards,Orlando Magic,1,Amway Center
1/8,7:30 PM,7:30 PM,3+,Houston Rockets,Atlanta Hawks,1,State Farm Arena
1/8,7:30 PM,6:30 PM,1,Denver Nuggets,Dallas Mavericks,1,American Airlines Center
1/8,8:00 PM,7:00 PM,1,Chicago Bulls,New Orleans Pelicans,1,Smoothie King Center
1/8,9:00 PM,7:00 PM,3IN4-B2B,New York Knicks,Utah Jazz,1,Vivint Smart Home Arena
1/8,10:00 PM,7:00 PM,1,Milwaukee Bucks,Golden State Warriors,1,Chase Center
1/9,7:00 PM,7:00 PM,3IN4-B2B,Boston Celtics,Philadelphia 76ers,2,Wells Fargo Center
1/9,7:00 PM,7:00 PM,1,Cleveland Cavaliers,Detroit Pistons,1,Little Caesars Arena
1/9,8:00 PM,7:00 PM,1,Portland Trail Blazers,Minnesota Timberwolves,1,Target Center
1/9,9:30 PM,8:30 PM,B2B,Houston Rockets,Oklahoma City Thunder,3IN4,Chesapeake Energy Arena
1/10,7:00 PM,7:00 PM,1,Atlanta Hawks,Washington Wizards,1,Capital One Arena
1/10,7:30 PM,7:30 PM,1,Miami Heat,Brooklyn Nets,2,Barclays Center
1/10,8:00 PM,7:00 PM,1,Indiana Pacers,Chicago Bulls,1,United Center
1/10,8:00 PM,7:00 PM,1,San Antonio Spurs,Memphis Grizzlies,2,FedExForum
1/10,8:00 PM,8:00 PM,1,New Orleans Pelicans,New York Knicks,3IN4,Madison Square Garden
1/10,8:30 PM,7:30 PM,2,Los Angeles Lakers,Dallas Mavericks,1,American Airlines Center
1/10,9:00 PM,7:00 PM,1,Charlotte Hornets,Utah Jazz,1,Vivint Smart Home Arena
1/10,9:00 PM,6:00 PM,1,Orlando Magic,Phoenix Suns,2,Talking Stick Resort Arena
1/10,10:00 PM,7:00 PM,1,Milwaukee Bucks,Sacramento Kings,2,Golden 1 Center
1/10,10:30 PM,7:30 PM,1,Golden State Warriors,Los Angeles Clippers,3+,Staples Center
1/11,5:00 PM,4:00 PM,1,Minnesota Timberwolves,Houston Rockets,3IN4,Toyota Center
1/11,7:00 PM,7:00 PM,3IN4-B2B,New Orleans Pelicans,Boston Celtics,3IN4,TD Garden
1/11,7:00 PM,7:00 PM,3IN4-B2B,Chicago Bulls,Detroit Pistons,1,Little Caesars Arena
1/11,8:00 PM,7:00 PM,B2B,Los Angeles Lakers,Oklahoma City Thunder,1,Chesapeake Energy Arena
1/11,8:30 PM,7:30 PM,1,Philadelphia 76ers,Dallas Mavericks,3IN4-B2B,American Airlines Center
1/11,9:00 PM,7:00 PM,1,Cleveland Cavaliers,Denver Nuggets,2,Pepsi Center
1/11,10:00 PM,7:00 PM,3IN4-B2B,Milwaukee Bucks,Portland Trail Blazers,1,Moda Center
1/12,3:30 PM,3:30 PM,1,Miami Heat,New York Knicks,1,Madison Square Garden
1/12,3:30 PM,3:30 PM,1,Utah Jazz,Washington Wizards,1,Capital One Arena
1/12,6:00 PM,6:00 PM,1,Atlanta Hawks,Brooklyn Nets,1,Barclays Center
1/12,6:00 PM,5:00 PM,1,Golden State Warriors,Memphis Grizzlies,1,FedExForum
1/12,6:00 PM,6:00 PM,1,San Antonio Spurs,Toronto Raptors,3+,Scotiabank Arena
1/12,8:00 PM,5:00 PM,1,Charlotte Hornets,Phoenix Suns,1,Talking Stick Resort Arena
1/12,8:00 PM,6:00 PM,1,Los Angeles Clippers,Denver Nuggets,B2B,Pepsi Center
1/13,7:00 PM,7:00 PM,3IN4,New Orleans Pelicans,Detroit Pistons,1,Little Caesars Arena
1/13,7:00 PM,7:00 PM,1,Philadelphia 76ers,Indiana Pacers,2,Bankers Life Fieldhouse
1/13,7:30 PM,7:30 PM,3IN4,Chicago Bulls,Boston Celtics,1,TD Garden
1/13,8:00 PM,7:00 PM,1,Oklahoma City Thunder,Minnesota Timberwolves,1,Target Center
1/13,10:00 PM,7:00 PM,3IN4-B2B,Charlotte Hornets,Portland Trail Blazers,1,Moda Center
1/13,10:00 PM,7:00 PM,2,Orlando Magic,Sacramento Kings,2,Golden 1 Center
1/13,10:30 PM,7:30 PM,1,Cleveland Cavaliers,Los Angeles Lakers,3IN4,Staples Center
1/14,7:30 PM,7:30 PM,1,Phoenix Suns,Atlanta Hawks,1,State Farm Arena
1/14,7:30 PM,7:30 PM,1,Utah Jazz,Brooklyn Nets,1,Barclays Center
1/14,8:00 PM,7:00 PM,2,Houston Rockets,Memphis Grizzlies,1,FedExForum
1/14,8:00 PM,7:00 PM,1,New York Knicks,Milwaukee Bucks,2,Fiserv Forum
1/14,10:30 PM,7:30 PM,3IN4-B2B,Cleveland Cavaliers,Los Angeles Clippers,1,Staples Center
1/14,10:30 PM,7:30 PM,2,Dallas Mavericks,Golden State Warriors,1,Chase Center
1/15,7:00 PM,7:00 PM,1,Detroit Pistons,Boston Celtics,1,TD Garden
1/15,7:00 PM,7:00 PM,3IN4-B2B,Brooklyn Nets,Philadelphia 76ers,1,Wells Fargo Center
1/15,7:30 PM,7:30 PM,2,San Antonio Spurs,Miami Heat,2,American Airlines Arena
1/15,8:00 PM,7:00 PM,2,Washington Wizards,Chicago Bulls,1,United Center
1/15,8:00 PM,7:00 PM,1,Indiana Pacers,Minnesota Timberwolves,1,Target Center
1/15,8:00 PM,7:00 PM,2,Toronto Raptors,Oklahoma City Thunder,1,Chesapeake Energy Arena
1/15,9:00 PM,7:00 PM,3IN4,Charlotte Hornets,Denver Nuggets,2,Pepsi Center
1/15,9:30 PM,8:30 PM,1,Portland Trail Blazers,Houston Rockets,B2B,Toyota Center
1/15,10:00 PM,7:00 PM,B2B,Dallas Mavericks,Sacramento Kings,1,Golden 1 Center
1/15,10:30 PM,7:30 PM,1,Orlando Magic,Los Angeles Lakers,1,Staples Center
1/16,7:30 PM,7:30 PM,1,Phoenix Suns,New York Knicks,1,Madison Square Garden
1/16,8:00 PM,7:00 PM,3IN4-B2B,Boston Celtics,Milwaukee Bucks,1,Fiserv Forum
1/16,8:00 PM,7:00 PM,1,Utah Jazz,New Orleans Pelicans,2,Smoothie King Center
1/16,10:30 PM,7:30 PM,B2B,Denver Nuggets,Golden State Warriors,1,Chase Center
1/16,10:30 PM,7:30 PM,3IN4-B2B,Orlando Magic,Los Angeles Clippers,1,Staples Center
1/17,7:00 PM,7:00 PM,1,Chicago Bulls,Philadelphia 76ers,1,Wells Fargo Center
1/17,7:00 PM,7:00 PM,1,Minnesota Timberwolves,Indiana Pacers,1,Bankers Life Fieldhouse
1/17,7:00 PM,7:00 PM,1,Washington Wizards,Toronto Raptors,1,Scotiabank Arena
1/17,8:00 PM,7:00 PM,2,Cleveland Cavaliers,Memphis Grizzlies,2,FedExForum
1/17,8:00 PM,7:00 PM,1,Miami Heat,Oklahoma City Thunder,1,Chesapeake Energy Arena
1/17,8:30 PM,7:30 PM,2,Atlanta Hawks,San Antonio Spurs,1,AT&T Center
1/17,9:30 PM,8:30 PM,1,Portland Trail Blazers,Dallas Mavericks,3IN4,American Airlines Center
1/18,3:30 PM,2:30 PM,1,Los Angeles Clippers,New Orleans Pelicans,1,Smoothie King Center
1/18,6:00 PM,6:00 PM,1,Milwaukee Bucks,Brooklyn Nets,2,Barclays Center
1/18,7:00 PM,7:00 PM,1,Phoenix Suns,Boston Celtics,3IN4,TD Garden
1/18,7:30 PM,7:30 PM,2,Detroit Pistons,Atlanta Hawks,B2B,State Farm Arena
1/18,7:30 PM,7:30 PM,3IN4-B2B,Philadelphia 76ers,New York Knicks,1,Madison Square Garden
1/18,8:00 PM,7:00 PM,B2B,Cleveland Cavaliers,Chicago Bulls,3IN4-B2B,United Center
1/18,8:00 PM,7:00 PM,3IN4-B2B,Toronto Raptors,Minnesota Timberwolves,3IN4-B2B,Target Center
1/18,8:30 PM,5:30 PM,3IN4,Orlando Magic,Golden State Warriors,1,Chase Center
1/18,8:30 PM,7:30 PM,2,Los Angeles Lakers,Houston Rockets,2,Toyota Center
1/18,9:00 PM,8:00 PM,3IN4-B2B,Portland Trail Blazers,Oklahoma City Thunder,3IN4-B2B,Chesapeake Energy Arena
1/18,9:00 PM,7:00 PM,2,Sacramento Kings,Utah Jazz,1,Vivint Smart Home Arena
1/19,3:00 PM,2:00 PM,1,Miami Heat,San Antonio Spurs,1,AT&T Center
1/19,8:00 PM,6:00 PM,1,Indiana Pacers,Denver Nuggets,2,Pepsi Center
1/20,2:00 PM,2:00 PM,1,Detroit Pistons,Washington Wizards,2,Capital One Arena
1/20,2:30 PM,2:30 PM,3IN4,Toronto Raptors,Atlanta Hawks,3IN4,State Farm Arena
1/20,3:00 PM,3:00 PM,3IN4,Philadelphia 76ers,Brooklyn Nets,1,Barclays Center
1/20,5:00 PM,5:00 PM,1,Orlando Magic,Charlotte Hornets,3+,Spectrum Center
1/20,5:00 PM,4:00 PM,3IN4,Chicago Bulls,Milwaukee Bucks,1,Fiserv Forum
1/20,5:00 PM,5:00 PM,1,New York Knicks,Cleveland Cavaliers,3IN4,Rocket Mortgage FieldHouse
1/20,5:00 PM,4:00 PM,3IN4,Oklahoma City Thunder,Houston Rockets,1,Toyota Center
1/20,5:00 PM,4:00 PM,1,New Orleans Pelicans,Memphis Grizzlies,2,FedExForum
1/20,5:00 PM,5:00 PM,1,Sacramento Kings,Miami Heat,3IN4-B2B,American Airlines Arena
1/20,7:30 PM,7:30 PM,1,Los Angeles Lakers,Boston Celtics,1,TD Garden
1/20,8:00 PM,7:00 PM,B2B,Denver Nuggets,Minnesota Timberwolves,3IN4,Target Center
1/20,9:00 PM,7:00 PM,3IN4-B2B,Indiana Pacers,Utah Jazz,1,Vivint Smart Home Arena
1/20,9:00 PM,6:00 PM,3IN4-B2B,San Antonio Spurs,Phoenix Suns,1,Talking Stick Resort Arena
1/20,10:00 PM,7:00 PM,1,Golden State Warriors,Portland Trail Blazers,3IN4,Moda Center
1/21,8:30 PM,7:30 PM,2,Los Angeles Clippers,Dallas Mavericks,3+,American Airlines Center
1/22,7:00 PM,7:00 PM,1,Sacramento Kings,Detroit Pistons,1,Little Caesars Arena
1/22,7:00 PM,7:00 PM,1,Oklahoma City Thunder,Orlando Magic,1,Amway Center
1/22,7:30 PM,7:30 PM,B2B,Los Angeles Clippers,Atlanta Hawks,1,State Farm Arena
1/22,7:30 PM,7:30 PM,1,Memphis Grizzlies,Boston Celtics,1,TD Garden
1/22,7:30 PM,7:30 PM,1,Los Angeles Lakers,New York Knicks,1,Madison Square Garden
1/22,7:30 PM,7:30 PM,1,Washington Wizards,Miami Heat,3IN4,American Airlines Arena
1/22,7:30 PM,7:30 PM,1,Philadelphia 76ers,Toronto Raptors,1,Scotiabank Arena
1/22,8:00 PM,7:00 PM,1,Minnesota Timberwolves,Chicago Bulls,1,United Center
1/22,8:00 PM,7:00 PM,3IN4,Denver Nuggets,Houston Rockets,1,Toyota Center
1/22,8:00 PM,7:00 PM,3IN4,San Antonio Spurs,New Orleans Pelicans,1,Smoothie King Center
1/22,9:00 PM,6:00 PM,3IN4,Indiana Pacers,Phoenix Suns,1,Talking Stick Resort Arena
1/22,10:00 PM,7:00 PM,1,Utah Jazz,Golden State Warriors,1,Chase Center
1/23,7:00 PM,7:00 PM,3IN4-B2B,Washington Wizards,Cleveland Cavaliers,2,Rocket Mortgage FieldHouse
1/23,8:00 PM,8:00 PM,3IN4-B2B,Los Angeles Lakers,Brooklyn Nets,2,Barclays Center
1/23,10:30 PM,7:30 PM,1,Dallas Mavericks,Portland Trail Blazers,2,Moda Center
1/24,3:00 PM,3:00 PM,3+,Milwaukee Bucks,Charlotte Hornets,3+,AccorHotels Arena in Paris
1/24,7:00 PM,7:00 PM,1,Boston Celtics,Orlando Magic,1,Amway Center
1/24,7:00 PM,7:00 PM,1,Memphis Grizzlies,Detroit Pistons,1,Little Caesars Arena
1/24,7:30 PM,7:30 PM,1,Toronto Raptors,New York Knicks,1,Madison Square Garden
1/24,8:00 PM,7:00 PM,1,Atlanta Hawks,Oklahoma City Thunder,1,Chesapeake Energy Arena
1/24,8:00 PM,7:00 PM,1,Sacramento Kings,Chicago Bulls,1,United Center
1/24,8:00 PM,7:00 PM,1,Denver Nuggets,New Orleans Pelicans,1,Smoothie King Center
1/24,8:00 PM,7:00 PM,1,Houston Rockets,Minnesota Timberwolves,1,Target Center
1/24,8:00 PM,8:00 PM,3IN4,Los Angeles Clippers,Miami Heat,1,American Airlines Arena
1/24,8:30 PM,7:30 PM,1,Phoenix Suns,San Antonio Spurs,1,AT&T Center
1/24,10:30 PM,7:30 PM,1,Indiana Pacers,Golden State Warriors,1,Chase Center
1/25,5:00 PM,3:00 PM,1,Dallas Mavericks,Utah Jazz,2,Vivint Smart Home Arena
1/25,7:00 PM,7:00 PM,1,Brooklyn Nets,Detroit Pistons,3IN4-B2B,Little Caesars Arena
1/25,8:00 PM,8:00 PM,3IN4-B2B,Chicago Bulls,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
1/25,8:00 PM,7:00 PM,3IN4-B2B,Oklahoma City Thunder,Minnesota Timberwolves,3IN4-B2B,Target Center
1/25,8:30 PM,8:30 PM,3IN4,Los Angeles Lakers,Philadelphia 76ers,2,Wells Fargo Center
1/26,3:30 PM,1:30 PM,1,Houston Rockets,Denver Nuggets,1,Pepsi Center
1/26,4:00 PM,3:00 PM,1,Toronto Raptors,San Antonio Spurs,1,AT&T Center
1/26,6:00 PM,6:00 PM,2,Washington Wizards,Atlanta Hawks,1,State Farm Arena
1/26,6:00 PM,5:00 PM,1,Boston Celtics,New Orleans Pelicans,1,Smoothie King Center
1/26,6:00 PM,6:00 PM,3IN4-B2B,Brooklyn Nets,New York Knicks,1,Madison Square Garden
1/26,6:00 PM,6:00 PM,1,Los Angeles Clippers,Orlando Magic,1,Amway Center
1/26,6:00 PM,5:00 PM,1,Phoenix Suns,Memphis Grizzlies,1,FedExForum
1/26,9:00 PM,6:00 PM,1,Indiana Pacers,Portland Trail Blazers,2,Moda Center
1/27,7:00 PM,7:00 PM,1,Cleveland Cavaliers,Detroit Pistons,3IN4,Little Caesars Arena
1/27,7:30 PM,7:30 PM,3IN4-B2B,Orlando Magic,Miami Heat,2,American Airlines Arena
1/27,8:00 PM,7:00 PM,3IN4-B2B,San Antonio Spurs,Chicago Bulls,3IN4,United Center
1/27,8:00 PM,7:00 PM,1,Dallas Mavericks,Oklahoma City Thunder,3IN4,Chesapeake Energy Arena
1/27,8:00 PM,7:00 PM,2,Sacramento Kings,Minnesota Timberwolves,3IN4,Target Center
1/27,9:00 PM,7:00 PM,3IN4-B2B,Houston Rockets,Utah Jazz,1,Vivint Smart Home Arena
1/28,7:00 PM,7:00 PM,1,New York Knicks,Charlotte Hornets,3+,Spectrum Center
1/28,7:30 PM,7:30 PM,1,Atlanta Hawks,Toronto Raptors,1,Scotiabank Arena
1/28,7:30 PM,7:30 PM,1,Boston Celtics,Miami Heat,B2B,American Airlines Arena
1/28,7:30 PM,7:30 PM,1,New Orleans Pelicans,Cleveland Cavaliers,3IN4-B2B,Rocket Mortgage FieldHouse
1/28,7:30 PM,7:30 PM,3+,Golden State Warriors,Philadelphia 76ers,2,Wells Fargo Center
1/28,8:00 PM,7:00 PM,1,Denver Nuggets,Memphis Grizzlies,1,FedExForum
1/28,8:00 PM,7:00 PM,1,Washington Wizards,Milwaukee Bucks,3+,Fiserv Forum
1/28,8:30 PM,7:30 PM,1,Phoenix Suns,Dallas Mavericks,3IN4-B2B,American Airlines Center
1/28,10:00 PM,7:00 PM,1,Los Angeles Clippers,Los Angeles Lakers,2,Staples Center
1/29,7:00 PM,7:00 PM,1,Chicago Bulls,Indiana Pacers,2,Bankers Life Fieldhouse
1/29,7:30 PM,7:30 PM,1,Detroit Pistons,Brooklyn Nets,2,Barclays Center
1/29,7:30 PM,7:30 PM,3IN4-B2B,Memphis Grizzlies,New York Knicks,3IN4-B2B,Madison Square Garden
1/29,8:30 PM,7:30 PM,1,Utah Jazz,San Antonio Spurs,3IN4,AT&T Center
1/29,10:00 PM,7:00 PM,3IN4,Houston Rockets,Portland Trail Blazers,2,Moda Center
1/29,10:00 PM,7:00 PM,1,Oklahoma City Thunder,Sacramento Kings,1,Golden 1 Center
1/30,7:00 PM,7:00 PM,1,Charlotte Hornets,Washington Wizards,1,Capital One Arena
1/30,7:00 PM,7:00 PM,1,Toronto Raptors,Cleveland Cavaliers,3IN4,Rocket Mortgage FieldHouse
1/30,7:30 PM,7:30 PM,1,Philadelphia 76ers,Atlanta Hawks,1,State Farm Arena
1/30,8:00 PM,8:00 PM,1,Golden State Warriors,Boston Celtics,1,TD Garden
1/30,10:30 PM,8:30 PM,3IN4-B2B,Utah Jazz,Denver Nuggets,1,Pepsi Center
1/30,10:30 PM,7:30 PM,3IN4-B2B,Sacramento Kings,Los Angeles Clippers,1,Staples Center
1/31,7:00 PM,7:00 PM,3IN4-B2B,Toronto Raptors,Detroit Pistons,1,Little Caesars Arena
1/31,7:30 PM,7:30 PM,1,Chicago Bulls,Brooklyn Nets,1,Barclays Center
1/31,8:00 PM,7:00 PM,2,Dallas Mavericks,Houston Rockets,1,Toyota Center
1/31,8:00 PM,7:00 PM,3IN4,Memphis Grizzlies,New Orleans Pelicans,2,Smoothie King Center
1/31,9:00 PM,8:00 PM,3IN4-B2B,Denver Nuggets,Milwaukee Bucks,2,Fiserv Forum
1/31,9:00 PM,6:00 PM,1,Oklahoma City Thunder,Phoenix Suns,2,Talking Stick Resort Arena
1/31,10:30 PM,7:30 PM,1,Portland Trail Blazers,Los Angeles Lakers,2,Staples Center
2/1,3:30 PM,12:30 PM,3+,Minnesota Timberwolves,Los Angeles Clippers,1,Staples Center
2/1,7:00 PM,7:00 PM,2,New York Knicks,Indiana Pacers,2,Bankers Life Fieldhouse
2/1,7:00 PM,7:00 PM,3+,Miami Heat,Orlando Magic,3+,Amway Center
2/1,8:00 PM,8:00 PM,3IN4-B2B,Brooklyn Nets,Washington Wizards,1,Capital One Arena
2/1,8:00 PM,8:00 PM,1,Golden State Warriors,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
2/1,8:30 PM,7:30 PM,1,Atlanta Hawks,Dallas Mavericks,B2B,American Airlines Center
2/1,8:30 PM,8:30 PM,1,Philadelphia 76ers,Boston Celtics,1,TD Garden
