DATE,EASTERN GAME TIME,LOCAL GAME TIME,REST DAYS,ROAD TEAM,HOME TEAM,REST DAYS,ARENA
2/1,9:00 PM,8:00 PM,1,Charlotte Hornets,San Antonio Spurs,2,AT&T Center
2/1,10:00 PM,7:00 PM,B2B,Los Angeles Lakers,Sacramento Kings,3IN4,Golden 1 Center
2/1,10:00 PM,7:00 PM,3IN4,Utah Jazz,Portland Trail Blazers,3IN4-B2B,Moda Center
2/2,2:00 PM,1:00 PM,1,New Orleans Pelicans,Houston Rockets,1,Toyota Center
2/2,2:00 PM,1:00 PM,1,Phoenix Suns,Milwaukee Bucks,1,Fiserv Forum
2/2,3:00 PM,3:00 PM,1,Chicago Bulls,Toronto Raptors,3IN4,Scotiabank Arena
2/2,12:30 PM,12:30 PM,3IN4,Denver Nuggets,Detroit Pistons,1,Little Caesars Arena
2/3,7:00 PM,7:00 PM,1,Orlando Magic,Charlotte Hornets,1,Spectrum Center
2/3,7:00 PM,7:00 PM,1,New York Knicks,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
2/3,7:00 PM,7:00 PM,3IN4,Dallas Mavericks,Indiana Pacers,1,Bankers Life Fieldhouse
2/3,7:00 PM,7:00 PM,1,Golden State Warriors,Washington Wizards,1,Capital One Arena
2/3,7:30 PM,7:30 PM,1,Boston Celtics,Atlanta Hawks,1,State Farm Arena
2/3,7:30 PM,7:30 PM,3IN4-B2B,Phoenix Suns,Brooklyn Nets,3IN4,Barclays Center
2/3,7:30 PM,7:30 PM,1,Philadelphia 76ers,Miami Heat,1,American Airlines Arena
2/3,8:00 PM,7:00 PM,3IN4-B2B,Detroit Pistons,Memphis Grizzlies,2,FedExForum
2/3,10:00 PM,7:00 PM,1,Minnesota Timberwolves,Sacramento Kings,1,Golden 1 Center
2/3,10:30 PM,7:30 PM,1,San Antonio Spurs,Los Angeles Clippers,1,Staples Center
2/4,7:30 PM,6:30 PM,1,Milwaukee Bucks,New Orleans Pelicans,1,Smoothie King Center
2/4,8:00 PM,7:00 PM,3IN4-B2B,Charlotte Hornets,Houston Rockets,1,Toyota Center
2/4,10:00 PM,8:00 PM,2,Portland Trail Blazers,Denver Nuggets,1,Pepsi Center
2/4,10:30 PM,7:30 PM,3IN4-B2B,San Antonio Spurs,Los Angeles Lakers,2,Staples Center
2/5,7:00 PM,7:00 PM,3IN4,Phoenix Suns,Detroit Pistons,3IN4,Little Caesars Arena
2/5,7:30 PM,7:30 PM,1,Orlando Magic,Boston Celtics,1,TD Garden
2/5,7:30 PM,7:30 PM,1,Golden State Warriors,Brooklyn Nets,1,Barclays Center
2/5,7:30 PM,7:30 PM,1,Indiana Pacers,Toronto Raptors,2,Scotiabank Arena
2/5,8:00 PM,7:00 PM,1,Atlanta Hawks,Minnesota Timberwolves,1,Target Center
2/5,8:00 PM,7:00 PM,1,Cleveland Cavaliers,Oklahoma City Thunder,3+,Chesapeake Energy Arena
2/5,8:30 PM,7:30 PM,1,Memphis Grizzlies,Dallas Mavericks,1,American Airlines Center
2/5,10:00 PM,8:00 PM,3IN4-B2B,Denver Nuggets,Utah Jazz,3+,Vivint Smart Home Arena
2/5,10:30 PM,7:30 PM,1,Miami Heat,Los Angeles Clippers,1,Staples Center
2/6,7:30 PM,7:30 PM,3IN4-B2B,Orlando Magic,New York Knicks,2,Madison Square Garden
2/6,8:00 PM,7:00 PM,1,New Orleans Pelicans,Chicago Bulls,3+,United Center
2/6,8:00 PM,7:00 PM,2,Philadelphia 76ers,Milwaukee Bucks,1,Fiserv Forum
2/6,10:00 PM,7:00 PM,3IN4,San Antonio Spurs,Portland Trail Blazers,1,Moda Center
2/6,10:30 PM,7:30 PM,1,Houston Rockets,Los Angeles Lakers,1,Staples Center
2/7,7:00 PM,7:00 PM,1,Dallas Mavericks,Washington Wizards,3+,Capital One Arena
2/7,7:00 PM,7:00 PM,1,Memphis Grizzlies,Philadelphia 76ers,B2B,Wells Fargo Center
2/7,7:30 PM,7:30 PM,1,Atlanta Hawks,Boston Celtics,1,TD Garden
2/7,8:00 PM,7:00 PM,1,Detroit Pistons,Oklahoma City Thunder,1,Chesapeake Energy Arena
2/7,8:00 PM,8:00 PM,1,Toronto Raptors,Indiana Pacers,1,Bankers Life Fieldhouse
2/7,9:00 PM,6:00 PM,3IN4-B2B,Houston Rockets,Phoenix Suns,1,Talking Stick Resort Arena
2/7,10:00 PM,7:00 PM,1,Miami Heat,Sacramento Kings,3+,Golden 1 Center
2/7,10:30 PM,8:30 PM,3IN4-B2B,Portland Trail Blazers,Utah Jazz,1,Vivint Smart Home Arena
2/8,5:00 PM,5:00 PM,1,Milwaukee Bucks,Orlando Magic,3IN4,Amway Center
2/8,7:00 PM,7:00 PM,3IN4-B2B,Dallas Mavericks,Charlotte Hornets,3+,Spectrum Center
2/8,7:00 PM,7:00 PM,1,New York Knicks,Detroit Pistons,3IN4-B2B,Little Caesars Arena
2/8,7:30 PM,7:30 PM,2,Brooklyn Nets,Toronto Raptors,3IN4-B2B,Scotiabank Arena
2/8,7:30 PM,7:30 PM,1,New Orleans Pelicans,Indiana Pacers,3IN4-B2B,Bankers Life Fieldhouse
2/8,8:00 PM,7:00 PM,2,Los Angeles Clippers,Minnesota Timberwolves,2,Target Center
2/8,8:30 PM,5:30 PM,1,Los Angeles Lakers,Golden State Warriors,2,Chase Center
2/8,9:00 PM,6:00 PM,2,Denver Nuggets,Phoenix Suns,3IN4-B2B,Talking Stick Resort Arena
2/8,10:00 PM,7:00 PM,1,San Antonio Spurs,Sacramento Kings,B2B,Golden 1 Center
2/9,3:30 PM,2:30 PM,1,Boston Celtics,Oklahoma City Thunder,1,Chesapeake Energy Arena
2/9,6:00 PM,6:00 PM,3IN4-B2B,New York Knicks,Atlanta Hawks,1,State Farm Arena
2/9,6:00 PM,6:00 PM,2,Chicago Bulls,Philadelphia 76ers,3IN4,Wells Fargo Center
2/9,6:00 PM,6:00 PM,1,Memphis Grizzlies,Washington Wizards,1,Capital One Arena
2/9,7:00 PM,6:00 PM,1,Utah Jazz,Houston Rockets,3IN4,Toyota Center
2/9,7:30 PM,7:30 PM,B2B,Los Angeles Clippers,Cleveland Cavaliers,3+,Rocket Mortgage FieldHouse
2/9,9:00 PM,6:00 PM,1,Miami Heat,Portland Trail Blazers,3IN4,Moda Center
2/10,7:00 PM,7:00 PM,3IN4-B2B,Atlanta Hawks,Orlando Magic,1,Amway Center
2/10,7:00 PM,7:00 PM,1,Brooklyn Nets,Indiana Pacers,3IN4,Bankers Life Fieldhouse
2/10,7:00 PM,7:00 PM,1,Charlotte Hornets,Detroit Pistons,3IN4,Little Caesars Arena
2/10,7:30 PM,7:30 PM,1,Minnesota Timberwolves,Toronto Raptors,3IN4,Scotiabank Arena
2/10,8:00 PM,7:00 PM,3IN4,Sacramento Kings,Milwaukee Bucks,1,Fiserv Forum
2/10,8:30 PM,7:30 PM,3IN4-B2B,Utah Jazz,Dallas Mavericks,3IN4,American Airlines Center
2/10,9:00 PM,7:00 PM,1,San Antonio Spurs,Denver Nuggets,1,Pepsi Center
2/10,10:30 PM,7:30 PM,3IN4-B2B,Miami Heat,Golden State Warriors,1,Chase Center
2/10,10:30 PM,7:30 PM,3IN4,Phoenix Suns,Los Angeles Lakers,1,Staples Center
2/11,7:00 PM,7:00 PM,1,Chicago Bulls,Washington Wizards,1,Capital One Arena
2/11,7:00 PM,7:00 PM,3IN4,Los Angeles Clippers,Philadelphia 76ers,1,Wells Fargo Center
2/11,8:00 PM,7:00 PM,1,Portland Trail Blazers,New Orleans Pelicans,2,Smoothie King Center
2/11,8:00 PM,7:00 PM,3IN4-B2B,San Antonio Spurs,Oklahoma City Thunder,1,Chesapeake Energy Arena
2/11,9:30 PM,8:30 PM,1,Boston Celtics,Houston Rockets,1,Toyota Center
2/12,7:00 PM,7:00 PM,3IN4,Atlanta Hawks,Cleveland Cavaliers,2,Rocket Mortgage FieldHouse
2/12,7:00 PM,7:00 PM,1,Detroit Pistons,Orlando Magic,1,Amway Center
2/12,7:30 PM,7:30 PM,1,Toronto Raptors,Brooklyn Nets,1,Barclays Center
2/12,7:30 PM,7:30 PM,1,Milwaukee Bucks,Indiana Pacers,1,Bankers Life Fieldhouse
2/12,7:30 PM,7:30 PM,3IN4-B2B,Washington Wizards,New York Knicks,2,Madison Square Garden
2/12,8:00 PM,7:00 PM,1,Charlotte Hornets,Minnesota Timberwolves,1,Target Center
2/12,8:00 PM,7:00 PM,3IN4-B2B,Portland Trail Blazers,Memphis Grizzlies,2,FedExForum
2/12,8:30 PM,7:30 PM,1,Sacramento Kings,Dallas Mavericks,1,American Airlines Center
2/12,9:00 PM,6:00 PM,1,Golden State Warriors,Phoenix Suns,1,Talking Stick Resort Arena
2/12,9:00 PM,7:00 PM,3IN4,Miami Heat,Utah Jazz,3IN4,Vivint Smart Home Arena
2/12,10:00 PM,8:00 PM,1,Los Angeles Lakers,Denver Nuggets,1,Pepsi Center
2/13,8:00 PM,8:00 PM,1,Los Angeles Clippers,Boston Celtics,1,TD Garden
2/13,8:00 PM,7:00 PM,1,Oklahoma City Thunder,New Orleans Pelicans,1,Smoothie King Center
2/20,7:00 PM,7:00 PM,3+,Milwaukee Bucks,Detroit Pistons,3+,Little Caesars Arena
2/20,7:30 PM,7:30 PM,3+,Miami Heat,Atlanta Hawks,3+,State Farm Arena
2/20,8:00 PM,8:00 PM,3+,Brooklyn Nets,Philadelphia 76ers,3+,Wells Fargo Center
2/20,8:00 PM,7:00 PM,3+,Charlotte Hornets,Chicago Bulls,3+,United Center
2/20,10:00 PM,7:00 PM,3+,Memphis Grizzlies,Sacramento Kings,3+,Golden 1 Center
2/20,10:30 PM,7:30 PM,3+,Houston Rockets,Golden State Warriors,3+,Chase Center
2/21,7:00 PM,7:00 PM,3+,Cleveland Cavaliers,Washington Wizards,3+,Capital One Arena
2/21,7:00 PM,7:00 PM,3+,Dallas Mavericks,Orlando Magic,3+,Amway Center
2/21,7:30 PM,7:30 PM,3+,Indiana Pacers,New York Knicks,3+,Madison Square Garden
2/21,7:30 PM,7:30 PM,3+,Phoenix Suns,Toronto Raptors,3+,Scotiabank Arena
2/21,8:00 PM,7:00 PM,3+,Boston Celtics,Minnesota Timberwolves,3+,Target Center
2/21,8:00 PM,7:00 PM,3+,Denver Nuggets,Oklahoma City Thunder,3+,Chesapeake Energy Arena
2/21,9:00 PM,7:00 PM,3+,San Antonio Spurs,Utah Jazz,3+,Vivint Smart Home Arena
2/21,10:30 PM,7:30 PM,B2B,Memphis Grizzlies,Los Angeles Lakers,3+,Staples Center
2/21,10:30 PM,7:30 PM,3+,New Orleans Pelicans,Portland Trail Blazers,3+,Moda Center
2/22,3:30 PM,12:30 PM,1,Sacramento Kings,Los Angeles Clippers,3+,Staples Center
2/22,7:00 PM,7:00 PM,1,Brooklyn Nets,Charlotte Hornets,1,Spectrum Center
2/22,7:30 PM,7:30 PM,B2B,Dallas Mavericks,Atlanta Hawks,1,State Farm Arena
2/22,8:00 PM,7:00 PM,B2B,Phoenix Suns,Chicago Bulls,1,United Center
2/22,8:00 PM,8:00 PM,B2B,Cleveland Cavaliers,Miami Heat,1,American Airlines Arena
2/22,8:30 PM,7:30 PM,1,Philadelphia 76ers,Milwaukee Bucks,1,Fiserv Forum
2/22,9:00 PM,7:00 PM,1,Houston Rockets,Utah Jazz,B2B,Vivint Smart Home Arena
2/23,3:30 PM,12:30 PM,1,Boston Celtics,Los Angeles Lakers,1,Staples Center
2/23,6:00 PM,4:00 PM,1,Minnesota Timberwolves,Denver Nuggets,1,Pepsi Center
2/23,6:00 PM,6:00 PM,1,Indiana Pacers,Toronto Raptors,1,Scotiabank Arena
2/23,7:00 PM,6:00 PM,1,Washington Wizards,Chicago Bulls,3IN4-B2B,United Center
2/23,7:00 PM,6:00 PM,1,San Antonio Spurs,Oklahoma City Thunder,1,Chesapeake Energy Arena
2/23,8:30 PM,5:30 PM,1,New Orleans Pelicans,Golden State Warriors,2,Chase Center
2/23,9:00 PM,6:00 PM,2,Detroit Pistons,Portland Trail Blazers,1,Moda Center
2/24,7:00 PM,7:00 PM,1,Atlanta Hawks,Philadelphia 76ers,1,Wells Fargo Center
2/24,7:00 PM,7:00 PM,1,Miami Heat,Cleveland Cavaliers,3IN4,Rocket Mortgage FieldHouse
2/24,7:00 PM,7:00 PM,1,Milwaukee Bucks,Washington Wizards,3IN4-B2B,Capital One Arena
2/24,7:30 PM,7:30 PM,2,Orlando Magic,Brooklyn Nets,1,Barclays Center
2/24,8:00 PM,7:00 PM,2,New York Knicks,Houston Rockets,1,Toyota Center
2/24,8:30 PM,7:30 PM,3IN4-B2B,Minnesota Timberwolves,Dallas Mavericks,3IN4,American Airlines Center
2/24,9:00 PM,7:00 PM,3IN4,Phoenix Suns,Utah Jazz,3IN4,Vivint Smart Home Arena
2/24,10:30 PM,7:30 PM,2,Memphis Grizzlies,Los Angeles Clippers,1,Staples Center
2/25,7:00 PM,7:00 PM,2,Charlotte Hornets,Indiana Pacers,1,Bankers Life Fieldhouse
2/25,7:30 PM,7:30 PM,3IN4-B2B,Milwaukee Bucks,Toronto Raptors,1,Scotiabank Arena
2/25,8:00 PM,7:00 PM,1,Oklahoma City Thunder,Chicago Bulls,3IN4,United Center
2/25,9:00 PM,7:00 PM,1,Detroit Pistons,Denver Nuggets,1,Pepsi Center
2/25,10:00 PM,7:00 PM,1,Boston Celtics,Portland Trail Blazers,1,Moda Center
2/25,10:00 PM,7:00 PM,1,New Orleans Pelicans,Los Angeles Lakers,1,Staples Center
2/25,10:30 PM,7:30 PM,2,Sacramento Kings,Golden State Warriors,1,Chase Center
2/26,7:00 PM,7:00 PM,1,Brooklyn Nets,Washington Wizards,3IN4,Capital One Arena
2/26,7:00 PM,7:00 PM,1,New York Knicks,Charlotte Hornets,B2B,Spectrum Center
2/26,7:00 PM,7:00 PM,1,Philadelphia 76ers,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
2/26,7:30 PM,7:30 PM,1,Orlando Magic,Atlanta Hawks,1,State Farm Arena
2/26,7:30 PM,6:30 PM,1,Dallas Mavericks,San Antonio Spurs,2,AT&T Center
2/26,7:30 PM,7:30 PM,3IN4,Minnesota Timberwolves,Miami Heat,1,American Airlines Arena
2/26,8:00 PM,7:00 PM,1,Memphis Grizzlies,Houston Rockets,1,Toyota Center
2/26,9:00 PM,6:00 PM,1,Los Angeles Clippers,Phoenix Suns,1,Talking Stick Resort Arena
2/26,10:00 PM,8:00 PM,3IN4-B2B,Boston Celtics,Utah Jazz,1,Vivint Smart Home Arena
2/27,7:00 PM,7:00 PM,3IN4-B2B,New York Knicks,Philadelphia 76ers,3IN4-B2B,Wells Fargo Center
2/27,8:00 PM,8:00 PM,1,Portland Trail Blazers,Indiana Pacers,1,Bankers Life Fieldhouse
2/27,8:00 PM,7:00 PM,1,Sacramento Kings,Oklahoma City Thunder,1,Chesapeake Energy Arena
2/27,10:30 PM,7:30 PM,1,Los Angeles Lakers,Golden State Warriors,1,Chase Center
2/28,7:00 PM,7:00 PM,1,Minnesota Timberwolves,Orlando Magic,1,Amway Center
2/28,7:30 PM,7:30 PM,1,Brooklyn Nets,Atlanta Hawks,1,State Farm Arena
2/28,7:30 PM,7:30 PM,3IN4,Charlotte Hornets,Toronto Raptors,2,Scotiabank Arena
2/28,8:00 PM,7:00 PM,1,Cleveland Cavaliers,New Orleans Pelicans,2,Smoothie King Center
2/28,8:00 PM,8:00 PM,1,Dallas Mavericks,Miami Heat,1,American Airlines Arena
2/28,8:00 PM,7:00 PM,3IN4-B2B,Sacramento Kings,Memphis Grizzlies,1,FedExForum
2/28,8:00 PM,7:00 PM,3IN4-B2B,Oklahoma City Thunder,Milwaukee Bucks,2,Fiserv Forum
2/28,9:00 PM,6:00 PM,2,Detroit Pistons,Phoenix Suns,1,Talking Stick Resort Arena
2/28,9:00 PM,7:00 PM,1,Washington Wizards,Utah Jazz,1,Vivint Smart Home Arena
2/28,10:30 PM,7:30 PM,2,Denver Nuggets,Los Angeles Clippers,1,Staples Center
2/29,5:00 PM,5:00 PM,3+,Chicago Bulls,New York Knicks,3IN4,Madison Square Garden
2/29,7:30 PM,7:30 PM,1,Portland Trail Blazers,Atlanta Hawks,3IN4-B2B,State Farm Arena
2/29,7:30 PM,7:30 PM,3IN4-B2B,Brooklyn Nets,Miami Heat,3IN4-B2B,American Airlines Arena
2/29,8:00 PM,8:00 PM,1,Indiana Pacers,Cleveland Cavaliers,3IN4-B2B,Rocket Mortgage FieldHouse
2/29,8:00 PM,7:00 PM,1,Los Angeles Lakers,Memphis Grizzlies,3IN4-B2B,FedExForum
2/29,8:30 PM,8:30 PM,2,Houston Rockets,Boston Celtics,2,TD Garden
2/29,8:30 PM,7:30 PM,3IN4-B2B,Orlando Magic,San Antonio Spurs,2,AT&T Center
2/29,9:00 PM,6:00 PM,1,Golden State Warriors,Phoenix Suns,3IN4-B2B,Talking Stick Resort Arena
3/1,1:00 PM,1:00 PM,1,Milwaukee Bucks,Charlotte Hornets,1,Spectrum Center
3/1,3:30 PM,2:30 PM,1,Dallas Mavericks,Minnesota Timberwolves,1,Target Center
3/1,3:30 PM,12:30 PM,2,Philadelphia 76ers,Los Angeles Clippers,1,Staples Center
3/1,6:00 PM,4:00 PM,1,Toronto Raptors,Denver Nuggets,1,Pepsi Center
3/1,6:00 PM,3:00 PM,1,Detroit Pistons,Sacramento Kings,3IN4,Golden 1 Center
3/1,8:00 PM,7:00 PM,3IN4-B2B,Los Angeles Lakers,New Orleans Pelicans,1,Smoothie King Center
3/1,8:30 PM,5:30 PM,1,Washington Wizards,Golden State Warriors,3IN4-B2B,Chase Center
3/2,7:00 PM,7:00 PM,2,Utah Jazz,Cleveland Cavaliers,3IN4,Rocket Mortgage FieldHouse
3/2,7:00 PM,7:00 PM,1,Houston Rockets,New York Knicks,1,Madison Square Garden
3/2,7:00 PM,7:00 PM,1,Portland Trail Blazers,Orlando Magic,3IN4,Amway Center
3/2,7:30 PM,7:30 PM,3IN4,Memphis Grizzlies,Atlanta Hawks,3IN4,State Farm Arena
3/2,7:30 PM,7:30 PM,3IN4-B2B,Milwaukee Bucks,Miami Heat,3IN4,American Airlines Arena
3/2,8:00 PM,7:00 PM,3IN4-B2B,Dallas Mavericks,Chicago Bulls,1,United Center
3/2,8:30 PM,7:30 PM,1,Indiana Pacers,San Antonio Spurs,1,AT&T Center
3/3,7:00 PM,7:00 PM,3IN4-B2B,San Antonio Spurs,Charlotte Hornets,1,Spectrum Center
3/3,7:30 PM,7:30 PM,2,Brooklyn Nets,Boston Celtics,2,TD Garden
3/3,8:00 PM,7:00 PM,1,Los Angeles Clippers,Oklahoma City Thunder,3+,Chesapeake Energy Arena
3/3,8:00 PM,7:00 PM,1,Minnesota Timberwolves,New Orleans Pelicans,1,Smoothie King Center
3/3,9:00 PM,7:00 PM,3IN4,Golden State Warriors,Denver Nuggets,1,Pepsi Center
3/3,9:00 PM,6:00 PM,1,Toronto Raptors,Phoenix Suns,2,Talking Stick Resort Arena
3/3,10:00 PM,7:00 PM,1,Philadelphia 76ers,Los Angeles Lakers,3IN4,Staples Center
3/3,10:00 PM,7:00 PM,1,Washington Wizards,Sacramento Kings,1,Golden 1 Center
3/4,7:00 PM,7:00 PM,B2B,Boston Celtics,Cleveland Cavaliers,1,Rocket Mortgage FieldHouse
3/4,7:00 PM,7:00 PM,B2B,Oklahoma City Thunder,Detroit Pistons,2,Little Caesars Arena
3/4,7:00 PM,7:00 PM,1,Orlando Magic,Miami Heat,1,American Airlines Arena
3/4,7:30 PM,7:30 PM,1,Memphis Grizzlies,Brooklyn Nets,B2B,Barclays Center
3/4,7:30 PM,7:30 PM,1,Utah Jazz,New York Knicks,1,Madison Square Garden
3/4,8:00 PM,7:00 PM,1,Chicago Bulls,Minnesota Timberwolves,3IN4-B2B,Target Center
3/4,8:30 PM,7:30 PM,3IN4-B2B,New Orleans Pelicans,Dallas Mavericks,3IN4,American Airlines Center
3/4,9:30 PM,8:30 PM,1,Indiana Pacers,Milwaukee Bucks,3IN4,Fiserv Forum
3/4,10:00 PM,7:00 PM,3IN4-B2B,Washington Wizards,Portland Trail Blazers,1,Moda Center
3/5,7:00 PM,7:00 PM,1,Denver Nuggets,Charlotte Hornets,1,Spectrum Center
3/5,8:00 PM,7:00 PM,1,Los Angeles Clippers,Houston Rockets,2,Toyota Center
3/5,10:00 PM,7:00 PM,1,Philadelphia 76ers,Sacramento Kings,1,Golden 1 Center
3/5,10:30 PM,7:30 PM,1,Toronto Raptors,Golden State Warriors,1,Chase Center
3/6,7:00 PM,7:00 PM,3+,Atlanta Hawks,Washington Wizards,3IN4,Capital One Arena
3/6,7:30 PM,7:30 PM,2,San Antonio Spurs,Brooklyn Nets,3IN4,Barclays Center
3/6,7:30 PM,7:30 PM,3IN4,Oklahoma City Thunder,New York Knicks,1,Madison Square Garden
3/6,8:00 PM,8:00 PM,1,Utah Jazz,Boston Celtics,3IN4,TD Garden
3/6,8:00 PM,7:00 PM,1,Indiana Pacers,Chicago Bulls,1,United Center
3/6,8:00 PM,7:00 PM,1,Miami Heat,New Orleans Pelicans,3IN4,Smoothie King Center
3/6,8:00 PM,7:00 PM,1,Orlando Magic,Minnesota Timberwolves,3IN4,Target Center
3/6,8:30 PM,7:30 PM,1,Memphis Grizzlies,Dallas Mavericks,1,American Airlines Center
3/6,9:00 PM,6:00 PM,1,Portland Trail Blazers,Phoenix Suns,2,Talking Stick Resort Arena
3/6,10:30 PM,7:30 PM,1,Milwaukee Bucks,Los Angeles Lakers,2,Staples Center
3/7,5:00 PM,5:00 PM,1,Houston Rockets,Charlotte Hornets,1,Spectrum Center
3/7,7:00 PM,7:00 PM,3IN4-B2B,Utah Jazz,Detroit Pistons,2,Little Caesars Arena
3/7,7:30 PM,7:30 PM,1,Denver Nuggets,Cleveland Cavaliers,2,Rocket Mortgage FieldHouse
3/7,8:00 PM,7:00 PM,B2B,Atlanta Hawks,Memphis Grizzlies,3IN4-B2B,FedExForum
3/7,8:30 PM,5:30 PM,1,Philadelphia 76ers,Golden State Warriors,1,Chase Center
3/7,10:00 PM,7:00 PM,1,Sacramento Kings,Portland Trail Blazers,3IN4-B2B,Moda Center
3/8,3:00 PM,3:00 PM,1,Chicago Bulls,Brooklyn Nets,1,Barclays Center
3/8,3:30 PM,12:30 PM,1,Los Angeles Lakers,Los Angeles Clippers,2,Staples Center
3/8,3:30 PM,2:30 PM,1,New Orleans Pelicans,Minnesota Timberwolves,1,Target Center
3/8,6:00 PM,6:00 PM,1,Oklahoma City Thunder,Boston Celtics,1,TD Garden
3/8,6:00 PM,3:00 PM,1,Milwaukee Bucks,Phoenix Suns,1,Talking Stick Resort Arena
3/8,7:00 PM,6:00 PM,1,Indiana Pacers,Dallas Mavericks,1,American Airlines Center
3/8,7:00 PM,6:00 PM,1,Orlando Magic,Houston Rockets,3IN4-B2B,Toyota Center
3/8,7:00 PM,7:00 PM,1,Miami Heat,Washington Wizards,1,Capital One Arena
3/8,7:30 PM,7:30 PM,1,San Antonio Spurs,Cleveland Cavaliers,B2B,Rocket Mortgage FieldHouse
3/8,7:30 PM,7:30 PM,B2B,Detroit Pistons,New York Knicks,1,Madison Square Garden
3/8,9:00 PM,6:00 PM,2,Toronto Raptors,Sacramento Kings,3IN4-B2B,Golden 1 Center
3/9,7:30 PM,7:30 PM,1,Charlotte Hornets,Atlanta Hawks,3IN4,State Farm Arena
3/9,9:00 PM,7:00 PM,3IN4-B2B,Milwaukee Bucks,Denver Nuggets,1,Pepsi Center
3/9,9:00 PM,7:00 PM,B2B,Toronto Raptors,Utah Jazz,3IN4,Vivint Smart Home Arena
3/10,7:00 PM,7:00 PM,1,Boston Celtics,Indiana Pacers,1,Bankers Life Fieldhouse
3/10,7:00 PM,7:00 PM,1,New York Knicks,Washington Wizards,1,Capital One Arena
3/10,8:00 PM,7:00 PM,3IN4,Cleveland Cavaliers,Chicago Bulls,1,United Center
3/10,8:00 PM,7:00 PM,1,Dallas Mavericks,San Antonio Spurs,1,AT&T Center
3/10,8:00 PM,7:00 PM,1,Minnesota Timberwolves,Houston Rockets,3IN4,Toyota Center
3/10,8:00 PM,7:00 PM,1,Orlando Magic,Memphis Grizzlies,2,FedExForum
3/10,10:00 PM,7:00 PM,1,Phoenix Suns,Portland Trail Blazers,2,Moda Center
3/10,10:30 PM,7:30 PM,1,Brooklyn Nets,Los Angeles Lakers,1,Staples Center
3/10,10:30 PM,7:30 PM,1,Los Angeles Clippers,Golden State Warriors,2,Chase Center
3/11,7:30 PM,7:30 PM,3IN4-B2B,New York Knicks,Atlanta Hawks,1,State Farm Arena
3/11,7:30 PM,7:30 PM,1,Charlotte Hornets,Miami Heat,2,American Airlines Arena
3/11,7:30 PM,7:30 PM,2,Detroit Pistons,Philadelphia 76ers,3+,Wells Fargo Center
3/11,8:00 PM,7:00 PM,1,Utah Jazz,Oklahoma City Thunder,2,Chesapeake Energy Arena
3/11,8:30 PM,7:30 PM,1,Denver Nuggets,Dallas Mavericks,3IN4-B2B,American Airlines Center
3/11,10:00 PM,7:00 PM,2,New Orleans Pelicans,Sacramento Kings,2,Golden 1 Center
3/12,7:00 PM,7:00 PM,1,Chicago Bulls,Orlando Magic,1,Amway Center
3/12,8:00 PM,7:00 PM,1,Boston Celtics,Milwaukee Bucks,2,Fiserv Forum
3/12,10:00 PM,7:00 PM,1,Memphis Grizzlies,Portland Trail Blazers,1,Moda Center
3/12,10:30 PM,7:30 PM,1,Brooklyn Nets,Golden State Warriors,1,Chase Center
3/12,10:30 PM,7:30 PM,1,Houston Rockets,Los Angeles Lakers,1,Staples Center
3/13,7:00 PM,7:00 PM,2,Cleveland Cavaliers,Charlotte Hornets,1,Spectrum Center
3/13,7:30 PM,7:30 PM,2,Washington Wizards,Boston Celtics,3IN4-B2B,TD Garden
